2958363, 15
2115527, 15
1741531, 15
1562843, 15
1502036, 15
1487880, 15
1481213, 15
1479635, 15
1479280, 15
1479204, 15
1479187, 15
1479183, 15
1272691, 15
898695, 15
720007, 15
659200, 15
645044, 15
638377, 15
636799, 15
636444, 15
636368, 15
636351, 15
636347, 15
524699, 15
346011, 15
285204, 15
271048, 15
264381, 15
262803, 15
262448, 15
262372, 15
262355, 15
262351, 15
167323, 15
106516, 15
92360, 15
85693, 15
84115, 15
83760, 15
83684, 15
83667, 15
83663, 15
45709, 15
31553, 15
24886, 15
23308, 15
22953, 15
22877, 15
22860, 15
22856, 15
17397, 15
10730, 15
9152, 15
8797, 15
8721, 15
8704, 15
8700, 15
4063, 15
2485, 15
2130, 15
2054, 15
2037, 15
2033, 15
907, 15
552, 15
476, 15
459, 15
455, 15
197, 15
121, 15
104, 15
100, 15
45, 15
28, 15
24, 15
11, 15
7, 15
3, 15
2958367, 16
2115531, 16
1741535, 16
1562847, 16
1502040, 16
1487884, 16
1481217, 16
1479639, 16
1479284, 16
1479208, 16
1479191, 16
1272695, 16
898699, 16
720011, 16
659204, 16
645048, 16
638381, 16
636803, 16
636448, 16
636372, 16
636355, 16
524703, 16
346015, 16
285208, 16
271052, 16
264385, 16
262807, 16
262452, 16
262376, 16
262359, 16
167327, 16
106520, 16
92364, 16
85697, 16
84119, 16
83764, 16
83688, 16
83671, 16
45713, 16
31557, 16
24890, 16
23312, 16
22957, 16
22881, 16
22864, 16
17401, 16
10734, 16
9156, 16
8801, 16
8725, 16
8708, 16
4067, 16
2489, 16
2134, 16
2058, 16
2041, 16
911, 16
556, 16
480, 16
463, 16
201, 16
125, 16
108, 16
49, 16
32, 16
15, 16
2958384, 17
2115548, 17
1741552, 17
1562864, 17
1502057, 17
1487901, 17
1481234, 17
1479656, 17
1479301, 17
1479225, 17
1272712, 17
898716, 17
720028, 17
659221, 17
645065, 17
638398, 17
636820, 17
636465, 17
636389, 17
524720, 17
346032, 17
285225, 17
271069, 17
264402, 17
262824, 17
262469, 17
262393, 17
167344, 17
106537, 17
92381, 17
85714, 17
84136, 17
83781, 17
83705, 17
45730, 17
31574, 17
24907, 17
23329, 17
22974, 17
22898, 17
17418, 17
10751, 17
9173, 17
8818, 17
8742, 17
4084, 17
2506, 17
2151, 17
2075, 17
928, 17
573, 17
497, 17
218, 17
142, 17
66, 17
2958460, 18
2115624, 18
1741628, 18
1562940, 18
1502133, 18
1487977, 18
1481310, 18
1479732, 18
1479377, 18
1272788, 18
898792, 18
720104, 18
659297, 18
645141, 18
638474, 18
636896, 18
636541, 18
524796, 18
346108, 18
285301, 18
271145, 18
264478, 18
262900, 18
262545, 18
167420, 18
106613, 18
92457, 18
85790, 18
84212, 18
83857, 18
45806, 18
31650, 18
24983, 18
23405, 18
23050, 18
17494, 18
10827, 18
9249, 18
8894, 18
4160, 18
2582, 18
2227, 18
1004, 18
649, 18
294, 18
2958815, 19
2115979, 19
1741983, 19
1563295, 19
1502488, 19
1488332, 19
1481665, 19
1480087, 19
1273143, 19
899147, 19
720459, 19
659652, 19
645496, 19
638829, 19
637251, 19
525151, 19
346463, 19
285656, 19
271500, 19
264833, 19
263255, 19
167775, 19
106968, 19
92812, 19
86145, 19
84567, 19
46161, 19
32005, 19
25338, 19
23760, 19
17849, 19
11182, 19
9604, 19
4515, 19
2937, 19
1359, 19
2960393, 20
2117557, 20
1743561, 20
1564873, 20
1504066, 20
1489910, 20
1483243, 20
1274721, 20
900725, 20
722037, 20
661230, 20
647074, 20
640407, 20
526729, 20
348041, 20
287234, 20
273078, 20
266411, 20
169353, 20
108546, 20
94390, 20
87723, 20
47739, 20
